Domain,Phylum,Class,Order,Family,Genus,Species
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
Bacteria, Patescibacteria, Parcubacteria, Candidatus Nomurabacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Planctomycetes, OM190, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured,NA
Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured, uncultured bacterium
Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured,NA
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Firmicutes, Clostridia, Clostridiales, Peptostreptococcaceae, Terrisporobacter,NA
Bacteria, Proteobacteria, Alphaproteobacteria, Reyranellales, Reyranellaceae, Reyranella,NA
Bacteria, Chlamydiae, Chlamydiae, Chlamydiales, Parachlamydiaceae, Candidatus Protochlamydia,NA
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured,NA
Bacteria, Patescibacteria, Parcubacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Alphaproteobacteria, Micropepsales, Micropepsaceae, uncultured, Ambiguous_taxa
Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, metagenome
Bacteria, Patescibacteria, Parcubacteria, Candidatus Zambryskibacteria,NA,NA,NA
Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter,NA
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Patescibacteria, Parcubacteria, Candidatus Zambryskibacteria, Parcubacteria group bacterium GW2011_GWA2_40_14, Parcubacteria group bacterium GW2011_GWA2_40_14, Parcubacteria group bacterium GW2011_GWA2_40_14
Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, uncultured bacterium
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Acidobacteria, Subgroup 6, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Saprospiraceae, uncultured, uncultured Saprospiraceae bacterium
Bacteria, Actinobacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides,NA
Bacteria, Acidobacteria, Subgroup 22, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Actinobacteria, Acidimicrobiia, Microtrichales, Ilumatobacteraceae, uncultured, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
Bacteria, Cyanobacteria, Oxyphotobacteria, Nostocales, Phormidiaceae, Kamptonema PCC-6407, Ambiguous_taxa
Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, OM27 clade,NA
Bacteria, Patescibacteria, Microgenomatia, Candidatus Collierbacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, SAR324 clade(Marine group B), uncultured bacterium, uncultured bacterium, uncultured bacterium
Unassigned,NA,NA,NA,NA,NA,NA
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Verrucomicrobia, Verrucomicrobiae, Opitutales, Opitutaceae, IMCC26134, Ambiguous_taxa
Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), DS-100, uncultured bacterium, uncultured bacterium, uncultured bacterium
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Patescibacteria, Parcubacteria, Candidatus Yanofskybacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, SAR324 clade(Marine group B), uncultured delta proteobacterium, uncultured delta proteobacterium, uncultured delta proteobacterium
Bacteria, Acidobacteria, Subgroup 22, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, BRC1, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Chloroflexi, OLB14,NA,NA,NA,NA
Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, Ambiguous_taxa
Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, Ambiguous_taxa
Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, uncultured bacterium
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
Bacteria, Acidobacteria, Subgroup 6, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Actinobacteria, Acidimicrobiia, Microtrichales,NA,NA,NA
Bacteria, Patescibacteria, Microgenomatia, Candidatus Woesebacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Planctomycetes, Phycisphaerae, Phycisphaerales, Phycisphaeraceae, SM1A02, metagenome
Bacteria, Cyanobacteria, Oxyphotobacteria, Nostocales,NA,NA,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Dependentiae, Babeliae, Babeliales, Vermiphilaceae,NA,NA
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Chlamydiae, Chlamydiae, Chlamydiales, cvE6,NA,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Polyangiaceae, Pajaroellobacter, uncultured bacterium
Bacteria, Verrucomicrobia, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus Udaeobacter, uncultured bacterium
Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, P3OB-42, uncultured bacterium, uncultured bacterium
Bacteria, Patescibacteria, Parcubacteria, Candidatus Kaiserbacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales,Bacteriap25, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Polyangiaceae,NA,NA
Unassigned,NA,NA,NA,NA,NA,NA
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, uncultured bacterium
Bacteria, Proteobacteria, Gammaproteobacteria, uncultured, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, mle1-27, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales,NA,NA,NA
Bacteria, Planctomycetes, OM190, uncultured microorganism, uncultured microorganism, uncultured microorganism, uncultured microorganism
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Sandaracinaceae, uncultured, uncultured delta proteobacterium
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Microscillaceae, uncultured, uncultured bacterium
Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Acidobacteria, Subgroup 6,NA,NA,NA,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Sandaracinaceae, Sandaracinus,NA
Bacteria, Verrucomicrobia, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, BIrii41, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Alphaproteobacteria, Azospirillales, Inquilinaceae, Inquilinus, Ambiguous_taxa
Bacteria, Dependentiae, Babeliae, Babeliales, Vermiphilaceae,NA,NA
Bacteria, Planctomycetes, vadinHA49, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, Cnuella, uncultured bacterium
Bacteria, Acidobacteria, Subgroup 17, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methyloligellaceae, uncultured,NA
Bacteria, Patescibacteria, Parcubacteria, Candidatus Azambacteria,NA,NA,NA
Bacteria, Chloroflexi, Chloroflexia, Chloroflexales, Herpetosiphonaceae, Herpetosiphon, Ambiguous_taxa
Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, uncultured bacterium, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Flavobacteriales, NS9 marine group, uncultured bacterium, uncultured bacterium
Bacteria, Patescibacteria, Saccharimonadia, Saccharimonadales, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, P3OB-42,NA,NA
Bacteria, Planctomycetes, Planctomycetacia, Pirellulales, Pirellulaceae, uncultured,NA
Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), Blastocatellales, Blastocatellaceae, uncultured,NA
Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, B1-7BS, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Anaerocolumna, Ambiguous_taxa
Bacteria, Proteobacteria, Deltaproteobacteria, SAR324 clade(Marine group B), uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Chlamydiae, Chlamydiae, Chlamydiales, Parachlamydiaceae,NA,NA
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Proteobacteria, Deltaproteobacteria, SAR324 clade(Marine group B), uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Gammaproteobacteria, JG36-GS-52, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, Gemmata, uncultured bacterium
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
Bacteria, Chlamydiae, Chlamydiae, Chlamydiales, Simkaniaceae, uncultured,NA
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
Bacteria, Chlamydiae, Chlamydiae, Chlamydiales, Chlamydiaceae,NA,NA
Bacteria, Bacteroidetes, Ignavibacteria, OPB56, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Chloroflexi, Chloroflexia, Chloroflexales, Herpetosiphonaceae, Herpetosiphon, Ambiguous_taxa
Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Mesorhizobium, Ambiguous_taxa
Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), Pyrinomonadales, Pyrinomonadaceae, RB41, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiales Incertae Sedis, Bauldia, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Sphingobacteriales, NS11-12 marine group, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, BIrii41, Ambiguous_taxa, Ambiguous_taxa
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Acidobacteria, AT-s3-28, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Cyanobacteria, Oxyphotobacteria, Nostocales, Nostocaceae, Desmonostoc PCC-7422,NA
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae,NA,NA
Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Microscillaceae, Ohtaekwangia, Ambiguous_taxa
Bacteria, Chloroflexi, Chloroflexia, Chloroflexales, Chloroflexaceae, FFCH7168, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Microscillaceae, uncultured, uncultured bacterium
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Bacteroidetes, Bacteroidia, Flavobacteriales, Weeksellaceae, Moheibacter, Ambiguous_taxa
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Sandaracinaceae, Sandaracinus, uncultured bacterium
Bacteria, Verrucomicrobia, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, mle1-27, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophaceae, uncultured, uncultured bacterium
Bacteria, FCPU426, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Chloroflexi, Anaerolineae, RBG-13-54-9, uncultured bacterium, uncultured bacterium, uncultured bacterium
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae,NA,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, BIrii41,NA,NA
Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, mle1-27,NA,NA
Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Paludibacteraceae, uncultured, uncultured bacterium
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Sphingobacteriales, AKYH767, uncultured bacterium, uncultured bacterium
Bacteria, Planctomycetes, Phycisphaerae, Tepidisphaerales, WD2101 soil group, uncultured bacterium, uncultured bacterium
Bacteria, Chloroflexi, Anaerolineae, Caldilineales, Caldilineaceae, uncultured, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, Ambiguous_taxa
Bacteria, Acidobacteria, Subgroup 25,NA,NA,NA,NA
Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured,NA
Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Hymenobacteraceae, Pontibacter, Ambiguous_taxa
Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Midichloriaceae, Candidatus Jidaibacter,NA
Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured,NA
Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, uncultured,NA,NA
Bacteria, Proteobacteria, Deltaproteobacteria, SAR324 clade(Marine group B), uncultured bacterium, uncultured bacterium, uncultured bacterium
Archaea, Nanoarchaeaeota, Woesearchaeia, uncultured euryarchaeote, uncultured euryarchaeote, uncultured euryarchaeote, uncultured euryarchaeote
Bacteria, Verrucomicrobia, Verrucomicrobiae, Chthoniobacterales, Terrimicrobiaceae, Terrimicrobium, Ambiguous_taxa
Bacteria, Planctomycetes, Phycisphaerae, Tepidisphaerales, WD2101 soil group, uncultured bacterium, uncultured bacterium
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, P3OB-42, uncultured bacterium, uncultured bacterium
Bacteria, Cyanobacteria, Oxyphotobacteria, Nostocales, Nostocaceae, Nostoc PCC-73102, uncultured bacterium
Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella,NA
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, Ambiguous_taxa
Bacteria, Verrucomicrobia, Verrucomicrobiae, Opitutales, Opitutaceae, Opitutus,NA
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, uncultured bacterium
Bacteria, Cyanobacteria, Oxyphotobacteria, Oxyphotobacteria Incertae Sedis, Unknown Family, uncultured,NA
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Cyanobacteria, Melainabacteria, Vampirovibrionales, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Cyanobacteria, Oxyphotobacteria, Nostocales, Coleofasciculaceae, Microcoleus SAG 1449-1a,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Sandaracinaceae, uncultured,NA
Bacteria, Actinobacteria, Actinobacteria, Micrococcales,NA,NA,NA
Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Microscillaceae, uncultured,NA
Bacteria, Nitrospirae, Nitrospira, Nitrospirales, Nitrospiraceae, Nitrospira, uncultured bacterium
Bacteria, Acidobacteria, Subgroup 25, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, uncultured bacterium
Bacteria, Chloroflexi, Anaerolineae, Ardenticatenales, Ardenticatenaceae, uncultured, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Spirosomaceae, Larkinella,NA
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, Chitinophaga,NA
Bacteria, Elusimicrobia, Lineage IIc, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Cyanobacteria, Melainabacteria, Vampirovibrionales,NA,NA,NA
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Saprospiraceae, uncultured, uncultured bacterium
Bacteria, Patescibacteria, Parcubacteria, Candidatus Zambryskibacteria,NA,NA,NA
Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Neisseriaceae, uncultured, uncultured bacterium
Bacteria, Proteobacteria, Gammaproteobacteria, uncultured, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Chloroflexi, Anaerolineae, SBR1031, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter,NA
Bacteria, Bacteroidetes, Bacteroidia, Sphingobacteriales, LiUU-11-161, uncultured Bacteroidetes bacterium, uncultured Bacteroidetes bacterium
Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, metagenome, metagenome
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Verrucomicrobia, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae,NA,NA
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Flavobacteriales, Cryomorphaceae, uncultured,NA
Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, 67-14, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, uncultured bacterium
Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured, uncultured bacterium
Bacteria, Patescibacteria, Parcubacteria, Candidatus Yanofskybacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium,NA
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Planctomycetes, Planctomycetacia, uncultured, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Latescibacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Chloroflexi, Anaerolineae, Anaerolineales, Anaerolineaceae, uncultured,NA
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, Aquicella, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, uncultured bacterium
Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Chloroflexi, Anaerolineae, SBR1031, A4b,NA,NA
Bacteria, Bacteroidetes, Bacteroidia, Flavobacteriales, Crocinitomicaceae, Fluviicola, Ambiguous_taxa
Bacteria, Actinobacteria, Acidimicrobiia, Microtrichales, uncultured, uncultured bacterium, uncultured bacterium
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Steroidobacteraceae, Steroidobacter,NA
Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, 67-14, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Verrucomicrobia, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured bacterium, uncultured bacterium
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured,NA
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Cyanobacteria, Oxyphotobacteria, Oxyphotobacteria Incertae Sedis, Unknown Family, Phormidium CYN64, Ambiguous_taxa
Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured,NA,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Polyangiaceae, Sorangium, Ambiguous_taxa
Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Cytophagaceae, Rhodocytophaga, uncultured bacterium
Bacteria, Actinobacteria, Acidimicrobiia, Microtrichales, Ilumatobacteraceae, uncultured, uncultured bacterium
Bacteria, Acidobacteria, Subgroup 6,NA,NA,NA,NA
Bacteria, Proteobacteria, Gammaproteobacteria, uncultured,NA,NA,NA
Bacteria, Verrucomicrobia, Verrucomicrobiae, Opitutales, Opitutaceae, Alterococcus, uncultured bacterium
Bacteria, Patescibacteria, Saccharimonadia, Saccharimonadales, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Planctomycetes, Phycisphaerae, Tepidisphaerales, WD2101 soil group, uncultured bacterium, uncultured bacterium
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Sandaracinaceae, uncultured, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Oligoflexales, 0319-6G20,NA,NA
Bacteria, Verrucomicrobia, Verrucomicrobiae, Opitutales, Puniceicoccaceae, Verruc-01, uncultured bacterium
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
Bacteria, Verrucomicrobia, Verrucomicrobiae, Methylacidiphilales, Methylacidiphilaceae, uncultured,NA
Bacteria, Acidobacteria, Subgroup 5, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Planctomycetes, Phycisphaerae, Tepidisphaerales, WD2101 soil group, uncultured bacterium, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Bacteroidetes VC2.1 Bac22, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Armatimonadetes, Chthonomonadetes, Chthonomonadales, Chthonomonadaceae, Chthonomonas, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Caulobacter, Ambiguous_taxa
Bacteria, Planctomycetes, Planctomycetacia, Pirellulales, Pirellulaceae, uncultured, metagenome
Bacteria, Acidobacteria, Subgroup 6, uncultured Acidobacteria bacterium, uncultured Acidobacteria bacterium, uncultured Acidobacteria bacterium, uncultured Acidobacteria bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, SAR324 clade(Marine group B), uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Agromyces, Ambiguous_taxa
Bacteria, Elusimicrobia, Elusimicrobia, MVP-88, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Verrucomicrobia, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured bacterium, uncultured bacterium
Bacteria, Actinobacteria, Acidimicrobiia, uncultured, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Spirosomaceae, uncultured,NA
Bacteria, Acidobacteria, Subgroup 5, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, uncultured bacterium
Bacteria, Patescibacteria, Saccharimonadia, Saccharimonadales, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, TRA3-20, uncultured bacterium, uncultured bacterium
Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, uncultured Gemmatimonas sp.
Bacteria, Bacteroidetes, Bacteroidia, Flavobacteriales, Weeksellaceae, Chryseobacterium, Ambiguous_taxa
Bacteria, Chloroflexi, Anaerolineae, SBR1031, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Planctomycetes, Planctomycetacia, Pirellulales, Pirellulaceae, Pirellula, Ambiguous_taxa
Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Microscillaceae, uncultured, uncultured bacterium
Bacteria, Chloroflexi, Anaerolineae, RBG-13-54-9, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Microscillaceae, uncultured,NA
Bacteria, Dependentiae, Babeliae, Babeliales,NA,NA,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium,NA
Bacteria, Proteobacteria, Alphaproteobacteria, Micavibrionales, uncultured, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Polyangiaceae, Pajaroellobacter, Ambiguous_taxa
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Cyanobacteria, Oxyphotobacteria, Nostocales, Nostocaceae, Nostoc PCC-7524, Ambiguous_taxa
