OTU_ID,Domain,Phylum,Class,Order,Family,Genus,Species
OTU_3783,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_3784,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,NA,NA,NA
OTU_3785,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,NA,NA
OTU_3786,Fungi,NA,NA,NA,NA,NA,NA
OTU_3787,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_3789,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,NA,NA
OTU_3790,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU_3791,Fungi,Monoblepharomycota,Monoblepharidomycetes,Monoblepharidales,NA,NA,NA
OTU_3793,Fungi,NA,NA,NA,NA,NA,NA
OTU_3794,Fungi,NA,NA,NA,NA,NA,NA
OTU_3796,Fungi,NA,NA,NA,NA,NA,NA
OTU_3797,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
OTU_3799,Fungi,NA,NA,NA,NA,NA,NA
OTU_380,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cladorrhinum,Cladorrhinum flexuosum
OTU_3800,Fungi,NA,NA,NA,NA,NA,NA
OTU_3801,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Abortiporus,Abortiporus biennis
OTU_3802,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU_3803,Fungi,NA,NA,NA,NA,NA,NA
OTU_3804,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_3805,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU_3806,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU_3808,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Incertae_sedis,Vermispora,Vermispora fusarina
OTU_3809,Fungi,NA,NA,NA,NA,NA,NA
OTU_3810,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
OTU_3811,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_3813,Fungi,NA,NA,NA,NA,NA,NA
OTU_3814,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
OTU_3815,Fungi,NA,NA,NA,NA,NA,NA
OTU_3816,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA
OTU_3817,Fungi,NA,NA,NA,NA,NA,NA
OTU_3818,Fungi,NA,NA,NA,NA,NA,NA
OTU_3819,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_382,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma sericeum
OTU_3820,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,NA,NA
OTU_3822,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU_3823,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,NA
OTU_3824,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU_3825,Fungi,NA,NA,NA,NA,NA,NA
OTU_3826,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_3827,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_3828,Fungi,NA,NA,NA,NA,NA,NA
OTU_3829,Fungi,NA,NA,NA,NA,NA,NA
OTU_383,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_3830,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys oligospora
OTU_3831,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_3832,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_3834,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella amoeboidea
OTU_3835,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
OTU_3836,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,NA
OTU_3837,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
OTU_3838,Fungi,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA
OTU_3839,Fungi,NA,NA,NA,NA,NA,NA
OTU_3840,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella sp 
OTU_3841,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU_3842,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
OTU_3843,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_3845,Fungi,NA,NA,NA,NA,NA,NA
OTU_3846,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_3847,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU_3848,Fungi,NA,NA,NA,NA,NA,NA
OTU_3849,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyalopeziza,NA
OTU_385,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA
OTU_3850,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_3851,Fungi,Basidiomycota,Tremellomycetes,NA,NA,NA,NA
OTU_3852,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
OTU_3853,Fungi,NA,NA,NA,NA,NA,NA
OTU_3854,Fungi,Glomeromycota,NA,NA,NA,NA,NA
OTU_3855,Fungi,NA,NA,NA,NA,NA,NA
OTU_3856,Fungi,NA,NA,NA,NA,NA,NA
OTU_386,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora sp 
OTU_388,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,Cystobasidium pinicola
OTU_389,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_39,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,NA,NA
OTU_390,Fungi,Ascomycota,Lecanoromycetes,NA,NA,NA,NA
OTU_391,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,NA,NA,NA
OTU_392,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU_394,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_395,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces,Zygosaccharomyces bailii
OTU_396,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Leptospora,Leptospora rubella
OTU_397,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
OTU_398,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Hydnophlebia,Hydnophlebia chrysorhiza
OTU_4,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis,Candida,Candida glaebosa
OTU_40,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,Coprinus silvaticus
OTU_400,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Neobulgaria,Neobulgaria pura
OTU_401,Fungi,NA,NA,NA,NA,NA,NA
OTU_402,Fungi,NA,NA,NA,NA,NA,NA
OTU_403,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
OTU_404,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Heterocephalacria,Heterocephalacria sp 
OTU_405,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Gibberella,Gibberella fujikuroi
OTU_406,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Oxyporus,Oxyporus corticola
OTU_407,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylaria,Dactylaria dimorphospora
OTU_408,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora invisitata
OTU_409,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU_41,Fungi,NA,NA,NA,NA,NA,NA
OTU_410,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
OTU_411,Fungi,NA,NA,NA,NA,NA,NA
OTU_413,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Cryptosporiopsis,Cryptosporiopsis brunnea
OTU_414,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor flavus
OTU_415,Fungi,NA,NA,NA,NA,NA,NA
OTU_416,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,Rosellinia subiculata
OTU_417,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia epimyces
OTU_418,Fungi,Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum anomalum
OTU_419,Fungi,NA,NA,NA,NA,NA,NA
OTU_42,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella sp 
OTU_420,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium,Trichocladium opacum
OTU_422,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon norvegicum
OTU_423,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,Kurtzmanomyces sp 
OTU_424,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_425,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Boletus edulis
OTU_426,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora sp 
OTU_428,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius sp 
OTU_43,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis rugosobispora
OTU_430,Fungi,NA,NA,NA,NA,NA,NA
OTU_432,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_433,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Paecilomyces,Paecilomyces fulvus
OTU_434,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe rimosoides
OTU_435,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
OTU_436,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp 
OTU_437,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton ajelloi
OTU_438,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_439,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,NA,NA
OTU_441,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius sp 
OTU_442,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
OTU_443,Fungi,Ascomycota,Dothideomycetes,Acrospermales,Incertae_sedis,Leptodiscella,Leptodiscella sp 
OTU_444,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Melanoleuca,Melanoleuca communis
OTU_445,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma stromaticum
OTU_446,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU_447,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hirsutella,Hirsutella vermicola
OTU_448,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,Lepiota sp 
OTU_449,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU_450,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita muscaria
OTU_451,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnoascus,Gymnoascus reessii
OTU_452,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
OTU_453,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_454,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera jadinii
OTU_455,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_456,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius sp 
OTU_457,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium sp 
OTU_458,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Neofabraea,Neofabraea sp 
OTU_459,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,Myrothecium sp 
OTU_461,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_462,Fungi,Ascomycota,Sordariomycetes,Branch06,NA,NA,NA
OTU_463,Fungi,NA,NA,NA,NA,NA,NA
OTU_466,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
OTU_468,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella sp 
OTU_469,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,Magnaporthiopsis agrostidis
OTU_47,Fungi,NA,NA,NA,NA,NA,NA
OTU_470,Fungi,Basidiomycota,Agaricomycetes,Boletales,Astraeaceae,Astraeus,Astraeus morganii
OTU_472,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora,Articulospora sp 
OTU_473,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_474,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys eucylindrospora
OTU_475,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
OTU_476,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU_477,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
OTU_478,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus xanthothrix
OTU_479,Fungi,Basidiomycota,Microbotryomycetes,Incertae_sedis,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma pustula
OTU_48,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,NA,NA
OTU_480,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_481,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,NA,NA
OTU_482,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon utriforme
OTU_483,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Piskurozyma,Piskurozyma cylindrica
OTU_485,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium marquandii
OTU_486,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,Pseudeurotium hygrophilum
OTU_488,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella gemmifera
OTU_489,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU_490,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_491,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_492,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Flagelloscypha,Flagelloscypha minutissima
OTU_493,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,NA
OTU_494,Fungi,NA,NA,NA,NA,NA,NA
OTU_497,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia pseudoamericana
OTU_498,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula sp 
OTU_499,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU_5,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_50,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera sargentensis
OTU_500,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora laciniata
OTU_502,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella sp 
OTU_504,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria felina
OTU_505,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza fimeti
OTU_506,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha leuconica var. bulbopilosa
OTU_507,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus petasatus
OTU_508,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU_509,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU_51,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,Phellinus johnsonianus
OTU_510,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
OTU_511,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,Oidiodendron maius
OTU_512,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma atroviride
OTU_516,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria rubefaciens
OTU_517,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora,Phialophora mustea
OTU_519,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,Scytalidium lignicola
OTU_520,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,Pholiota spumosa
OTU_521,Fungi,NA,NA,NA,NA,NA,NA
OTU_522,Fungi,NA,NA,NA,NA,NA,NA
OTU_524,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_525,Fungi,Ascomycota,Sordariomycetes,Microascales,NA,NA,NA
OTU_527,Fungi,Ascomycota,Sordariomycetes,Togniniales,Togniniaceae,Phaeoacremonium,Phaeoacremonium minimum
OTU_528,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_53,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,Tetracladium marchalianum
OTU_530,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,NA,NA
OTU_531,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis,Acremonium,Acremonium rutilum
OTU_532,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,Pholiota adiposa
OTU_535,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU_536,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Parascedosporium,Parascedosporium putredinis
OTU_537,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma ghanense
OTU_540,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_542,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Minimelanolocus,Minimelanolocus melanicus
OTU_543,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,Torula hollandica
OTU_544,Fungi,NA,NA,NA,NA,NA,NA
OTU_545,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae_sedis,Cadophora,Cadophora finlandica
OTU_547,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus immutabilis
OTU_549,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,Scutellinia crinita
OTU_55,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma stromaticum
OTU_550,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora sessilis
OTU_551,Fungi,NA,NA,NA,NA,NA,NA
OTU_552,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,Tulostoma sp 
OTU_553,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,NA,NA
OTU_554,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenastraceae,Mycenastrum,Mycenastrum corium
OTU_556,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora sp 
OTU_558,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor hiemalis
OTU_56,Fungi,Rozellomycota,Incertae_sedis,Gs11,NA,NA,NA
OTU_561,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_565,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,Hyphodontia arguta
OTU_566,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_567,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Psilocybe,Psilocybe inquilina
OTU_568,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nemania,Nemania aenea
OTU_569,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU_57,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia sp 
OTU_571,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
OTU_572,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Reticulascaceae,NA,NA
OTU_574,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella tassiana
OTU_575,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium sp 
OTU_577,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella amoeboidea
OTU_578,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA
OTU_579,Fungi,NA,NA,NA,NA,NA,NA
OTU_580,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
OTU_584,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_585,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Sphaerosporella,Sphaerosporella brunnea
OTU_586,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Bradymyces,Bradymyces sp 
OTU_587,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,Tulostoma brumale
OTU_588,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma chrysanthemicola
OTU_589,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,NA,NA
OTU_59,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria lucida
OTU_590,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU_591,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,Scytalidium album
OTU_592,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_593,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,Darksidea epsilon
OTU_594,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
OTU_595,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Scolecobasidium,Scolecobasidium constrictum
OTU_596,Fungi,NA,NA,NA,NA,NA,NA
OTU_597,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_598,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala moniliae
OTU_599,Fungi,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Phialocephala,Phialocephala fortinii
OTU_6,Fungi,NA,NA,NA,NA,NA,NA
OTU_60,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella horticola
OTU_600,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
OTU_602,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora,Articulospora sp 
OTU_604,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium glutinans
OTU_605,Fungi,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA
OTU_606,Fungi,NA,NA,NA,NA,NA,NA
OTU_607,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma terrea
OTU_608,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_609,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis lagopus
OTU_61,Fungi,NA,NA,NA,NA,NA,NA
OTU_610,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Scolecobasidium,Scolecobasidium constrictum
OTU_612,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,NA,NA
OTU_613,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,NA,NA,NA
OTU_615,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
OTU_616,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_617,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella humilis
OTU_619,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma perumbilicatum
OTU_62,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella sp 
OTU_621,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
OTU_624,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris maydis
OTU_625,Fungi,Ascomycota,Dothideomycetes,Acrospermales,Incertae_sedis,Leptodiscella,Leptodiscella sp 
OTU_626,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thielavia,Thielavia sp 
OTU_627,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Dialonectria,Dialonectria ullevolea
