OTU_ID,Domain,Phylum,Class,Order,Family,Genus,Species
OTU_dn_2200,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_2510,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, uncultured, uncultured bacterium, uncultured bacterium
JQ408085.1.1301,Bacteria, Patescibacteria, Saccharimonadia, Saccharimonadales, uncultured bacterium, uncultured bacterium, uncultured bacterium
GQ340280.1.1398,Bacteria, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria Incertae Sedis, Unknown Family, Candidatus Berkiella, uncultured bacterium
OTU_dn_5270,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_334,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_5787,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, mle1-27, uncultured delta proteobacterium, uncultured delta proteobacterium
OTU_dn_5939,Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Nitrosomonadaceae, Ellin6067,NA
FPLL01008414.11.1539,Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Conexibacter,NA
OTU_dn_5441,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Rhodoplanes,NA
OTU_dn_11682,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, alphaI cluster,NA
OTU_dn_13380,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_9771,Bacteria, Actinobacteria, Acidimicrobiia, Microtrichales, Ilumatobacteraceae, uncultured, uncultured bacterium
OTU_dn_7453,Bacteria, Acidobacteria, Subgroup 22, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_7795,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales,NA,NA,NA
OTU_dn_4878,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiales Incertae Sedis, Phreatobacter,NA
OTU_dn_9010,Unassigned,NA,NA,NA,NA,NA,NA
KR110071.1.1495,Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Burkholderiaceae,NA,NA
OTU_dn_12084,Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, uncultured bacterium
AX153767.2.1296,Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured, uncultured bacterium
OTU_dn_11426,Bacteria, Proteobacteria, Alphaproteobacteria, Micavibrionales, uncultured, uncultured bacterium, uncultured bacterium
AF445723.1.1505,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Arenimonas, Ambiguous_taxa
OTU_dn_12394,Unassigned,NA,NA,NA,NA,NA,NA
JN178324.1.1497,Bacteria, Planctomycetes, Phycisphaerae, Tepidisphaerales, WD2101 soil group, uncultured bacterium, uncultured bacterium
OTU_dn_1639,Bacteria, Gemmatimonadetes, S0134 terrestrial group, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_11089,Bacteria, Chloroflexi, Anaerolineae, SBR1031, uncultured bacterium, uncultured bacterium, uncultured bacterium
AY923108.1.1218,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
OTU_dn_5091,Bacteria, Chloroflexi, Anaerolineae, SBR1031, uncultured bacterium, uncultured bacterium, uncultured bacterium
HM308457.1.1309,Bacteria, Chloroflexi, JG30-KF-CM66, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_8401,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Bosea, uncultured bacterium
HM331407.1.1357,Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, Segetibacter, uncultured bacterium
JN177832.1.1368,Bacteria, Armatimonadetes, Fimbriimonadia, Fimbriimonadales, Fimbriimonadaceae, uncultured bacterium, uncultured bacterium
OTU_dn_8523,Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, Aquicella, uncultured bacterium
OTU_dn_4485,Bacteria, Proteobacteria, Deltaproteobacteria, Oligoflexales, 0319-6G20,NA,NA
OTU_dn_1971,Bacteria, Patescibacteria, Parcubacteria, Candidatus Nomurabacteria,NA,NA,NA
JF703480.1.1465,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, P3OB-42,NA,NA
OTU_dn_10592,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Polyangiaceae, uncultured, Ambiguous_taxa
OTU_dn_5440,Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Microscillaceae, uncultured,NA
OTU_dn_3114,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_3683,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, P3OB-42, uncultured bacterium, uncultured bacterium
OTU_dn_3003,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_3031,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, uncultured bacterium
KM108665.1.1285,Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), Pyrinomonadales, Pyrinomonadaceae, RB41, Ambiguous_taxa
BBEO01000805.59.1593,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Polyangiaceae,NA,NA
OTU_dn_3925,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
OTU_dn_8437,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
OTU_dn_6440,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, uncultured,NA
OTU_dn_3261,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured Planctomycetaceae bacterium, uncultured Planctomycetaceae bacterium
OTU_dn_2345,Bacteria, Acidobacteria, Thermoanaerobaculia, Thermoanaerobaculales, Thermoanaerobaculaceae, Subgroup 10, uncultured bacterium
AB695814.1.1446,Bacteria, Actinobacteria, Acidimicrobiia, Microtrichales, Ilumatobacteraceae, uncultured, uncultured bacterium
OTU_dn_8839,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Pseudohongiellaceae, BIyi10,NA
OTU_dn_3548,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_9731,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
HQ119191.1.1461,Bacteria, Chloroflexi, Chloroflexia, Kallotenuales, AKIW781, uncultured bacterium, uncultured bacterium
JX898170.1.1543,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, uncultured bacterium
OTU_dn_5011,Bacteria, Acidobacteria, Acidobacteriia, Solibacterales, Solibacteraceae (Subgroup 3), Bryobacter,NA
OTU_dn_3082,Bacteria, Omnitrophicaeota, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_1244,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, uncultured bacterium
OTU_dn_3242,Unassigned,NA,NA,NA,NA,NA,NA
KC554757.1.1480,Bacteria, Actinobacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides, Ambiguous_taxa
OTU_dn_7437,Bacteria, Latescibacteria,NA,NA,NA,NA,NA
OTU_dn_1562,Unassigned,NA,NA,NA,NA,NA,NA
JX489948.1.1504,Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), Pyrinomonadales, Pyrinomonadaceae, RB41, Ambiguous_taxa
OTU_dn_1773,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_2935,Unassigned,NA,NA,NA,NA,NA,NA
JX945556.1.1531,Bacteria, Acidobacteria, Holophagae, Subgroup 7, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
OTU_dn_8428,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_10065,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, KD3-10,NA,NA
GQ302587.1.1517,Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
OTU_dn_10063,Bacteria, Planctomycetes, Phycisphaerae, Phycisphaerales, Phycisphaeraceae, I-8, uncultured bacterium
OTU_dn_1796,Bacteria, Patescibacteria, ABY1, Candidatus Kuenenbacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium
AB510996.1.1435,Bacteria, Patescibacteria, Microgenomatia, Candidatus Pacebacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium
FPLP01008225.16.1515,Bacteria, Actinobacteria, Acidimicrobiia, Microtrichales, Ilumatobacteraceae, CL500-29 marine group, metagenome
EU135576.1.1284,Bacteria, BRC1, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_5282,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_3582,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_11138,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, uncultured,NA,NA
OTU_dn_1248,Bacteria, Chlamydiae, Chlamydiae, Chlamydiales, Simkaniaceae, uncultured,NA
JN868956.1.1539,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Brevifollis, Ambiguous_taxa
OTU_dn_7413,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus,NA
OTU_dn_12010,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Phaselicystidaceae, Phaselicystis, uncultured bacterium
OTU_dn_522,Bacteria, Verrucomicrobia, Verrucomicrobiae, Methylacidiphilales, Methylacidiphilaceae, uncultured, uncultured bacterium
OTU_dn_6356,Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, TRA3-20,NA,NA
OTU_dn_1841,Bacteria, Chlamydiae, Chlamydiae, Chlamydiales, Simkaniaceae, Ga0074140, Chlamydiae bacterium GWC2_50_10
OTU_dn_10556,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Sandaracinaceae, uncultured, uncultured bacterium
OTU_dn_5078,Unassigned,NA,NA,NA,NA,NA,NA
CP002160.156482.157984,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae 1,NA,NA
EU133899.1.1370,Bacteria, BRC1, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_4071,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio,NA
OTU_dn_10116,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
GU208406.1.1456,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
OTU_dn_8478,Bacteria, Patescibacteria, Parcubacteria, Candidatus Nomurabacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_4613,Bacteria, Planctomycetes, OM190, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
HQ132388.1.1530,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured,NA
OTU_dn_7439,Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured, uncultured bacterium
OTU_dn_10055,Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured,NA
OTU_dn_1011,Unassigned,NA,NA,NA,NA,NA,NA
GQ468579.1.1488,Bacteria, Firmicutes, Clostridia, Clostridiales, Peptostreptococcaceae, Terrisporobacter,NA
OTU_dn_11515,Bacteria, Proteobacteria, Alphaproteobacteria, Reyranellales, Reyranellaceae, Reyranella,NA
OTU_dn_7819,Bacteria, Chlamydiae, Chlamydiae, Chlamydiales, Parachlamydiaceae, Candidatus Protochlamydia,NA
OTU_dn_10076,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_12400,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured,NA
OTU_dn_3554,Bacteria, Patescibacteria, Parcubacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_7266,Bacteria, Proteobacteria, Alphaproteobacteria, Micropepsales, Micropepsaceae, uncultured, Ambiguous_taxa
OTU_dn_9019,Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured,NA
FPLS01008845.15.1506,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, metagenome
OTU_dn_4849,Bacteria, Patescibacteria, Parcubacteria, Candidatus Zambryskibacteria,NA,NA,NA
AJ617894.1.1470,Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter,NA
OTU_dn_3330,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
OTU_dn_13653,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_13070,Bacteria, Patescibacteria, Parcubacteria, Candidatus Zambryskibacteria, Parcubacteria group bacterium GW2011_GWA2_40_14, Parcubacteria group bacterium GW2011_GWA2_40_14, Parcubacteria group bacterium GW2011_GWA2_40_14
OTU_dn_7807,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, uncultured bacterium
OTU_dn_2544,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_7203,Bacteria, Acidobacteria, Subgroup 6, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_5723,Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Saprospiraceae, uncultured, uncultured Saprospiraceae bacterium
KF836493.1.1501,Bacteria, Actinobacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides,NA
OTU_dn_7458,Bacteria, Acidobacteria, Subgroup 22, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_8466,Bacteria, Actinobacteria, Acidimicrobiia, Microtrichales, Ilumatobacteraceae, uncultured, uncultured bacterium
HQ121247.1.1529,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
OTU_dn_3587,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_7422,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
AB115967.1.1454,Bacteria, Cyanobacteria, Oxyphotobacteria, Nostocales, Phormidiaceae, Kamptonema PCC-6407, Ambiguous_taxa
OTU_dn_2029,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, OM27 clade,NA
HM481340.1.1410,Bacteria, Patescibacteria, Microgenomatia, Candidatus Collierbacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_4106,Bacteria, Proteobacteria, Deltaproteobacteria, SAR324 clade(Marine group B), uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_11911,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_3497,Unassigned,NA,NA,NA,NA,NA,NA
FPLS01006063.9.1545,Bacteria, Verrucomicrobia, Verrucomicrobiae, Opitutales, Opitutaceae, IMCC26134, Ambiguous_taxa
HQ119302.1.1526,Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), DS-100, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_494,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_2210,Bacteria, Patescibacteria, Parcubacteria, Candidatus Yanofskybacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium
KJ540711.1.1449,Bacteria, Proteobacteria, Deltaproteobacteria, SAR324 clade(Marine group B), uncultured delta proteobacterium, uncultured delta proteobacterium, uncultured delta proteobacterium
OTU_dn_7806,Bacteria, Acidobacteria, Subgroup 22, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_5020,Bacteria, BRC1, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_9408,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_4224,Bacteria, Chloroflexi, OLB14,NA,NA,NA,NA
MDDS01000052.248.1742,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, Ambiguous_taxa
KF712764.1.1481,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, Ambiguous_taxa
OTU_dn_2650,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, uncultured bacterium
OTU_dn_2048,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
OTU_dn_5750,Bacteria, Acidobacteria, Subgroup 6, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
FPLS01003118.17.1521,Bacteria, Actinobacteria, Acidimicrobiia, Microtrichales,NA,NA,NA
OTU_dn_4481,Bacteria, Patescibacteria, Microgenomatia, Candidatus Woesebacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_12868,Bacteria, Planctomycetes, Phycisphaerae, Phycisphaerales, Phycisphaeraceae, SM1A02, metagenome
KC463673.1.1434,Bacteria, Cyanobacteria, Oxyphotobacteria, Nostocales,NA,NA,NA
OTU_dn_10969,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_11180,Bacteria, Dependentiae, Babeliae, Babeliales, Vermiphilaceae,NA,NA
OTU_dn_8881,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_9674,Bacteria, Chlamydiae, Chlamydiae, Chlamydiales, cvE6,NA,NA
OTU_dn_11179,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Polyangiaceae, Pajaroellobacter, uncultured bacterium
OTU_dn_11690,Bacteria, Verrucomicrobia, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus Udaeobacter, uncultured bacterium
OTU_dn_8469,Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured,NA
OTU_dn_6100,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, P3OB-42, uncultured bacterium, uncultured bacterium
OTU_dn_13629,Bacteria, Patescibacteria, Parcubacteria, Candidatus Kaiserbacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_6271,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, bacteriap25, uncultured bacterium, uncultured bacterium
JQ311834.1.1457,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Polyangiaceae,NA,NA
OTU_dn_7446,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_2739,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_4121,Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured, uncultured bacterium
OTU_dn_7029,Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, uncultured bacterium
OTU_dn_10211,Bacteria, Proteobacteria, Gammaproteobacteria, uncultured, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_5402,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, mle1-27, uncultured bacterium, uncultured bacterium
OTU_dn_5263,Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales,NA,NA,NA
OTU_dn_7444,Bacteria, Planctomycetes, OM190, uncultured microorganism, uncultured microorganism, uncultured microorganism, uncultured microorganism
OTU_dn_10396,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Sandaracinaceae, uncultured, uncultured delta proteobacterium
OTU_dn_8465,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
EU133746.1.1313,Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Microscillaceae, uncultured, uncultured bacterium
DQ395960.1.1532,Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
OTU_dn_8697,Unassigned,NA,NA,NA,NA,NA,NA
EU132030.1.1381,Bacteria, Acidobacteria, Subgroup 6,NA,NA,NA,NA
OTU_dn_8306,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Sandaracinaceae, Sandaracinus,NA
OTU_dn_2956,Bacteria, Verrucomicrobia, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter, uncultured bacterium
OTU_dn_4554,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, BIrii41, uncultured bacterium, uncultured bacterium
JX576010.1.1462,Bacteria, Proteobacteria, Alphaproteobacteria, Azospirillales, Inquilinaceae, Inquilinus, Ambiguous_taxa
OTU_dn_10539,Bacteria, Dependentiae, Babeliae, Babeliales, Vermiphilaceae,NA,NA
OTU_dn_4856,Bacteria, Planctomycetes, vadinHA49, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_10198,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_4253,Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, Cnuella, uncultured bacterium
HQ114069.1.1512,Bacteria, Acidobacteria, Subgroup 17, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
OTU_dn_4122,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methyloligellaceae, uncultured,NA
OTU_dn_2844,Bacteria, Patescibacteria, Parcubacteria, Candidatus Azambacteria,NA,NA,NA
OTU_dn_4879,Bacteria, Chloroflexi, Chloroflexia, Chloroflexales, Herpetosiphonaceae, Herpetosiphon, Ambiguous_taxa
OTU_dn_2060,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, uncultured bacterium, uncultured bacterium
OTU_dn_9391,Bacteria, Bacteroidetes, Bacteroidia, Flavobacteriales, NS9 marine group, uncultured bacterium, uncultured bacterium
JF174730.1.1262,Bacteria, Patescibacteria, Saccharimonadia, Saccharimonadales, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_4312,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, P3OB-42,NA,NA
OTU_dn_10223,Bacteria, Planctomycetes, Planctomycetacia, Pirellulales, Pirellulaceae, uncultured,NA
OTU_dn_8685,Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), Blastocatellales, Blastocatellaceae, uncultured,NA
JN417547.1.1524,Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, B1-7BS, Ambiguous_taxa, Ambiguous_taxa
AB286567.1.1458,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
EU134533.1.1395,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
OTU_dn_10221,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Anaerocolumna, Ambiguous_taxa
OTU_dn_11034,Bacteria, Proteobacteria, Deltaproteobacteria, SAR324 clade(Marine group B), uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_9540,Bacteria, Chlamydiae, Chlamydiae, Chlamydiales, Parachlamydiaceae,NA,NA
OTU_dn_11100,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_4510,Bacteria, Proteobacteria, Deltaproteobacteria, SAR324 clade(Marine group B), uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_13625,Bacteria, Proteobacteria, Gammaproteobacteria, JG36-GS-52, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_9686,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, Gemmata, uncultured bacterium
OTU_dn_11019,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
OTU_dn_9102,Bacteria, Chlamydiae, Chlamydiae, Chlamydiales, Simkaniaceae, uncultured,NA
OTU_dn_12694,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
OTU_dn_4739,Bacteria, Chlamydiae, Chlamydiae, Chlamydiales, Chlamydiaceae,NA,NA
AY212715.1.1486,Bacteria, Bacteroidetes, Ignavibacteria, OPB56, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_3595,Bacteria, Chloroflexi, Chloroflexia, Chloroflexales, Herpetosiphonaceae, Herpetosiphon, Ambiguous_taxa
GQ263409.1.1437,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Mesorhizobium, Ambiguous_taxa
OTU_dn_7271,Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), Pyrinomonadales, Pyrinomonadaceae, RB41, uncultured bacterium
OTU_dn_7441,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
HQ120237.1.1467,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiales Incertae Sedis, Bauldia, uncultured bacterium
OTU_dn_793,Bacteria, Bacteroidetes, Bacteroidia, Sphingobacteriales, NS11-12 marine group, uncultured bacterium, uncultured bacterium
OTU_dn_8517,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, BIrii41, Ambiguous_taxa, Ambiguous_taxa
OTU_dn_4570,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_4802,Bacteria, Acidobacteria, AT-s3-28, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
DQ234824.1.1479,Bacteria, Cyanobacteria, Oxyphotobacteria, Nostocales, Nostocaceae, Desmonostoc PCC-7422,NA
OTU_dn_11043,Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae,NA,NA
GU117702.1.1444,Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Microscillaceae, Ohtaekwangia, Ambiguous_taxa
OTU_dn_7443,Bacteria, Chloroflexi, Chloroflexia, Chloroflexales, Chloroflexaceae, FFCH7168, uncultured bacterium
KC331475.1.1484,Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Microscillaceae, uncultured, uncultured bacterium
OTU_dn_8733,Unassigned,NA,NA,NA,NA,NA,NA
FWXS01000015.3796.5316,Bacteria, Bacteroidetes, Bacteroidia, Flavobacteriales, Weeksellaceae, Moheibacter, Ambiguous_taxa
JF130608.1.1376,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Sandaracinaceae, Sandaracinus, uncultured bacterium
OTU_dn_6491,Bacteria, Verrucomicrobia, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter,NA
OTU_dn_12515,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, mle1-27, uncultured bacterium, uncultured bacterium
OTU_dn_2136,Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophaceae, uncultured, uncultured bacterium
OTU_dn_9186,Bacteria, FCPU426, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_10549,Bacteria, Chloroflexi, Anaerolineae, RBG-13-54-9, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_13128,Unassigned,NA,NA,NA,NA,NA,NA
